id,category,subcategory,question,answer,keywords,audience,source_url,source_type,as_of,volatility,confidence,notes
kb-182,ferry,fares,How much is a ferry ticket to Nevis?,SCASPA operates the terminal but does not set ferry fares; these are set by the individual ferry operators. Check with the operator or at the ticket office in the terminal for current prices.,ferry fare|ticket price|cost|how much|one way|return ticket,traveller,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,medium,confirmed,NO FIGURE IN SCOPE. The terminal operator is not the carrier. Never quote a fare.
kb-183,ferry,fees,Is there a terminal or security fee for the ferry?,A small port or terminal fee may be charged in addition to the ticket. SCASPA does not publish the amount - confirm at the ticket booth.,terminal fee|port fee|security fee|extra charge|surcharge|tax,traveller,internal:scaspaexcel.xlsx#row-157,client-interview,2026-07-31,medium,unverified,"WITHHOLDING. Workbook states XCD 1.00; omitted as unverified. See kb-054. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-184,ferry,identity,What is the Basseterre Ferry Terminal?,"The Basseterre Ferry Terminal is SCASPA's passenger ferry facility in Basseterre, offering daily services to Nevis and connections to other destinations.",ferry terminal|basseterre ferry|what is the ferry|nevis ferry|boat,traveller,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,
kb-185,ferry,infrastructure,How many ferries can the terminal handle?,The terminal has a 200-foot pier able to accommodate up to three vessels at a time.,ferry capacity|how many vessels|pier length|berths|three vessels,business,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,200 ft is the only imperial measurement SCASPA uses for a marine facility; berth specs elsewhere are metric.
kb-186,ferry,location,Where is the Basseterre Ferry Terminal?,"The Basseterre Ferry Terminal is on the Bay Road on the Basseterre waterfront in downtown St. Kitts, a short walk from Port Zante.",where is ferry terminal|location|bay road|downtown|find ferry,traveller,internal:scaspaexcel.xlsx#row-147,client-interview,2026-07-31,low,probable,"Consistent with SCASPA's description of the terminal as part of its Basseterre waterfront portfolio. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-187,ferry,luggage,Is there a luggage limit on the ferry?,"SCASPA does not publish a baggage allowance for ferry services. Allowances are set by the individual ferry operators, so check with your operator before travelling.",luggage|baggage|bags|allowance|limit|suitcase|how many bags,traveller,https://www.scaspa.com/ferry-schedule.html,official-site,2026-07-31,low,confirmed,TRAP ROW. A user asking about 'baggage allowance' more often means the airport. Check which facility they mean; never transfer an airline allowance to the ferry or vice versa.
kb-188,ferry,operators,Which vessels operate the St. Kitts to Nevis ferry?,"Several passenger ferries serve the route, operated by private companies rather than by SCASPA. Vessel names and operators change over time - check the current listing at the terminal or with SCASPA before travelling.",which ferry|vessels|boats|operators|mark twain|sea bridge|caribe queen,traveller,internal:scaspaexcel.xlsx#row-149,client-interview,2026-07-31,high,unverified,"Workbook names specific vessels; deliberately withheld because fleet composition changes and SCASPA does not publish it. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-189,ferry,parking,Is there parking near the ferry terminal?,Client-supplied guidance indicates street parking and nearby lots are available along the Bay Road and adjacent harbour area. SCASPA does not publish ferry terminal parking arrangements or rates.,parking|park|car park|where to park|leave car,traveller,internal:scaspaexcel.xlsx#row-163,client-interview,2026-07-31,medium,unverified,"Workbook-supplied. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-190,ferry,route,How long does the ferry to Nevis take?,Client-supplied guidance puts the Basseterre to Charlestown passenger crossing at roughly 45 minutes. Crossing times vary by vessel and sea conditions - confirm with the operator.,how long|duration|crossing time|journey|45 minutes|trip length,traveller,internal:scaspaexcel.xlsx#row-150,client-interview,2026-07-31,medium,probable,"Widely cited figure, but vessel-dependent. Hedged. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-191,ferry,safety,Who oversees marine safety for the ferries?,"SCASPA's Marine Division works alongside the St. Kitts and Nevis Coast Guard on maritime safety. The Coast Guard can be reached on 1 869 465 8384 or 1 869 466 9280, and on VHF channel 16.",marine safety|coast guard|inspection|regulation|safety|who oversees,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Coast Guard contacts confirmed in the official berthing PDF. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-192,ferry,schedule,What time does the ferry to Nevis leave?,"Ferry departure times vary by operator and by day, so SCASPA publishes them through a live vessel schedule rather than a fixed timetable. Check the ferry schedule on scaspa.com for the date you are travelling.",ferry time|sailing|departure|when does ferry leave|timetable|schedule,traveller,https://www.scaspa.com/ferry-schedule.html,official-site,2026-07-31,high,confirmed,ROUTING ROW. The ferry schedule page is JavaScript-rendered and returns no timetable on a plain fetch; live data sits in SCASPA's berthing system. Never state a sailing time.
kb-193,ferry,scope,Who runs the ferry terminal in Nevis?,"The Charlestown Ferry Terminal on the Nevis side is operated by the Nevis Air & Sea Ports Authority (NASPA), not by SCASPA.",charlestown|nevis terminal|other side|naspa|return ferry|nevis end,traveller,https://www.scaspa.com/our-history.html,official-site,2026-07-31,low,confirmed,"SCOPE ROW, pairs with kb-007. A round trip crosses two authorities."
kb-194,ferry,tickets,Where do I buy ferry tickets?,"Tickets are bought at ticket booths inside the ferry terminal before boarding, and return tickets can usually be purchased at the departure window. Fares are set by the operators.",buy ticket|ticket booth|purchase|where tickets|round trip|return ticket,traveller,internal:scaspaexcel.xlsx#row-154,client-interview,2026-07-31,medium,probable,"Purchase location is workbook-supplied; the fare caveat is ours - see kb-054. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-195,ferry,vehicles,Is there a car ferry between St. Kitts and Nevis?,"A vehicular ferry operates across The Narrows between the south-east peninsula of St. Kitts and Nevis, separately from the Basseterre passenger service. It is run by private operators, and the Nevis-side terminal falls under NASPA rather than SCASPA.",car ferry|vehicle ferry|sea bridge|majors bay|cades bay|drive|take car,traveller,internal:scaspaexcel.xlsx#row-159,client-interview,2026-07-31,medium,probable,"SCOPE ROW. Route exists; the crossing time and terminal details are workbook-supplied. Nevis end is NASPA - see kb-055. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-196,ferry,vehicles,Can I take a rental car on the ferry to Nevis?,Many rental agreements prohibit taking vehicles between islands for insurance reasons. Check with your rental company before planning an inter-island drive.,rental car|hire car|take car|insurance|cross island|drive to nevis,traveller,internal:scaspaexcel.xlsx#row-161,client-interview,2026-07-31,low,probable,"The 'check your rental agreement' advice is reliable regardless of operator. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-197,payments,amounts,How much are SCASPA's fees?,"Fee amounts are not displayed on the portal's landing page; the total is calculated at the next step once you enter a quantity, before you are taken to secure payment. Aeronautical fees have a dedicated calculator. For a figure in advance, contact SCASPA on (869) 465-8121.",how much|fee amount|price|cost|departure fee amount|charges,all,https://pay.scaspa.com/,official-site,2026-07-31,medium,confirmed,NO AMOUNTS ARE PUBLISHED ANYWHERE ON THE PORTAL. This is the likeliest place for an assistant to hallucinate a number. Never state a figure. | REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-198,access,application,How do I apply for a port access ID?,"Applications are made through SCASPA's secure ID portal at spms.scaspa.com/apply. The email address you enter becomes your login for the system, so enter it carefully; pasting is disabled to prevent typos.",port access|access id|apply for pass|security pass|id card|badge application,business,https://spms.scaspa.com/apply,official-site,2026-07-31,medium,confirmed,DISAMBIGUATION TRAP: 'how do I apply' could mean a job (kb-111) or a port access ID (this row). Ask which before answering. | REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-199,jobs,application,How do I apply for a job at SCASPA?,SCASPA accepts applications through an online form linked from the Join Our Team page on scaspa.com. The Authority describes itself as continually looking for team members who share its values.,job|vacancy|employment|apply for job|careers|hiring|work at scaspa,business,https://www.scaspa.com/join-our-team.html,official-site,2026-07-31,medium,confirmed,Pairs with kb-108; do not confuse job applications with port access ID applications. Current vacancies are not listed on the page. | REMAP: audience 'jobseeker'->'business': no jobseeker bucket in loader enum
kb-200,payments,categories,What can I pay for through the online portal?,"The portal accepts payment for the departure fee, airside vehicle permits, monthly and annual parking decals, airport ID badge processing, and aeronautical fees, which have their own calculator.",what can i pay|payment categories|departure fee|airside permit|id badge|decal,all,https://pay.scaspa.com/,official-site,2026-07-31,medium,confirmed,Six categories confirmed live on the portal. | REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-201,access,documents,What documents do I need for a port access ID?,"You must upload two forms of valid government-issued photo identification, chosen from a passport, national ID card, driver's licence, social security card or birth certificate, plus a police clearance certificate. Files may be JPG, PNG or PDF, up to 10 MB each.",documents required|what do i need|id documents|police clearance|paperwork,business,https://spms.scaspa.com/apply,official-site,2026-07-31,medium,confirmed,REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-202,access,documents,Do I need to upload both sides of my police clearance?,"If your police clearance certificate is two-sided, yes. Many certificates carry the issuing officer's signature, stamps or notes on the reverse, so the portal asks for the front and, where applicable, the back.",police clearance|both sides|back of certificate|two sided|reverse,business,https://spms.scaspa.com/apply,official-site,2026-07-31,low,confirmed,Small detail that causes real application rejections; worth surfacing proactively. | REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-203,corporate,governance,Who is the Chairman of SCASPA's Board of Directors?,"SCASPA does not currently publish its Board of Directors on its website, so the sitting Chairman cannot be confirmed here. The Board was reconstituted in July 2022 under Chairman Gary DaSilva, and Jonathan Bass was Chairman as of late 2023. For the current composition, contact SCASPA on (869) 465-8121 or info@scaspa.com.",chairman|board of directors|chairperson|governance|who chairs,all,https://www.sknis.gov.kn/2022/07/07/scaspa-officially-welcomes-reconstituted-board-of-directors/,press,2023-11-29,high,unverified,"WITHHOLD THE NAME. The board-of-directors page was dropped in the 2025 site rebuild. Chairmanship changed at least four times since 2019 (Boncamper, DaSilva, Hobson, DaSilva, Bass). Route to contact; do not assert. | REMAP: source 'gov-news'->'press': government press release"
kb-204,corporate,history,When was SCASPA established?,"SCASPA was established in 1993, taking control of both the Golden Rock Airport and the Basseterre Cargo Port.",established|founded|1993|when created|origin|official contact numbers|switchboard|official email|website,all,https://www.scaspa.com/our-history.html,official-site,2026-07-31,low,confirmed,"SCASPA's social handles use 'scaspa1993', consistent with the founding year."
kb-205,corporate,history,What existed before SCASPA was formed?,"Before 1993 the two gateways were run separately: the seaport as the St. Christopher & Nevis Ports Authority, and the airport as the Golden Rock Airport.",before 1993|predecessor|golden rock|separate entities|merger|standard office hours|administrative hours|ast,all,https://www.scaspa.com/our-history.html,official-site,2026-07-31,low,confirmed,
kb-206,corporate,history,What are the key dates in the seaport's development?,"The Deep Water Harbour cargo port at Bird Rock was constructed in 1980. A transit shed for cargo receipt and storage followed in 1985, and a new administrative building in 1990. SCASPA itself was formed in 1993.",timeline|milestones|1980|1985|1990|transit shed|construction,all,https://www.scaspa.com/our-history.html,official-site,2026-07-31,low,confirmed,Original administrative offices were on Bay Road before the 1990 building.
kb-207,corporate,identity,What does SCASPA stand for?,"SCASPA is the St. Christopher Air & Sea Ports Authority, the statutory body that operates the air and sea gateways of St. Kitts.",scaspa|acronym|full name|what is scaspa|stand for|what does scaspa stand for|acronym|full name|primary role,all,https://www.scaspa.com/index.html,official-site,2026-07-31,low,confirmed,Styled 'St. Christopher Air & Sea Ports Authority'; some sources write 'Air and Sea Port Authority'.
kb-208,corporate,identity,What facilities does SCASPA operate?,"SCASPA operates four facilities: the Deep Water Harbour cargo port at Bird Rock, the Port Zante Cruise Terminal, the Basseterre Ferry Terminal, and Robert L. Bradshaw International Airport.",facilities|portfolio|what do you operate|ports|four facilities|key facilities|manages|four facilities,all,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,Core scope row. The three marine facilities are in Basseterre; the airport is on the outskirts.
kb-209,corporate,identity,Is SCASPA a government body?,"Yes. SCASPA is a statutory corporation established by the Government of St. Kitts and Nevis under the St. Christopher Air & Sea Ports Authority Act, Cap. 8.07. It is governed by a Board of Directors and run by a Management Team.",government|statutory|state owned|act|cap 8.07|public body|nevis facilities|does scaspa manage nevis,all,https://www.sknis.gov.kn/2022/07/07/scaspa-officially-welcomes-reconstituted-board-of-directors/,press,2022-07-07,low,confirmed,Act reference Cap. 8.07 is stable. Section 4 governs Board appointments; Part 3 s.17 sets the public-interest duty. | REMAP: source 'gov-news'->'press': government press release
kb-210,corporate,leadership,Who is the CEO of SCASPA?,Adeola Moore is the Chief Executive Officer of SCASPA.,ceo|chief executive|who runs scaspa|head|leader|boss,all,https://www.scaspa.com/management-team.html,official-site,2026-07-31,medium,confirmed,Verified live on the official management page. Re-verify quarterly; leadership has turned over more than once since 2021.
kb-211,corporate,leadership,Who was SCASPA's first female CEO?,"Adeola Moore, appointed effective 14 November 2022, is SCASPA's first female Chief Executive Officer.",first female ceo|woman ceo|historic appointment|adeola moore|cashier|make payment|pay charges,all,https://www.sknis.gov.kn/2022/11/15/scaspa-appoints-first-female-ceo-ms-adeola-moore/,press,2022-11-15,low,confirmed,"Announced 15 November 2022, effective 14 November 2022. Historical fact; does not decay. | REMAP: source 'gov-news'->'press': government press release"
kb-212,corporate,leadership,What is the CEO's professional background?,"Adeola Moore began at the St. Kitts-Nevis-Anguilla National Bank, later worked in the United States for A.G. Edwards Investments and Citigroup, then joined the St. Kitts and Nevis Inland Revenue Department in 2007, rising to Audit Supervisor, Assistant Comptroller, and finally Manager of the International Taxation Unit until October 2022. She holds a Master's in Entrepreneurial Studies and a Bachelor's in Accounting and Management Information Systems from Lindenwood University, and is a Certified Fraud Examiner.",ceo background|biography|qualifications|experience|adeola moore career|submit resume|hr department|vacancies|recruitment,all,https://www.sknis.gov.kn/2022/11/15/scaspa-appoints-first-female-ceo-ms-adeola-moore/,press,2022-11-15,low,confirmed,Biographical detail is stable. Long answer; summarise rather than recite in full. | REMAP: source 'gov-news'->'press': government press release
kb-213,corporate,leadership,Who was the CEO of SCASPA before Adeola Moore?,"Ivor Keithley Phillip served as Chief Executive Officer from 1 October 2021. Before his appointment, Tuffida Stewart had been acting CEO.",previous ceo|former ceo|ivor phillip|predecessor|past leadership,all,https://www.sknis.gov.kn/2021/09/27/ivor-keithley-phillip-appointed-chief-executive-officer-of-scaspa/,press,2021-09-27,low,confirmed,Useful because several third-party business directories still list Phillip as the sitting CEO. Serve kb-011 for 'who is the CEO'. | REMAP: source 'gov-news'->'press': government press release
kb-214,corporate,leadership,Who is the Chief Operations Officer?,Calvin Duggins is SCASPA's Chief Operations Officer. He can be reached at calvin.duggins@scaspa.com.,coo|chief operations officer|calvin duggins|operations head,all,https://www.scaspa.com/management-team.html,official-site,2026-07-31,medium,confirmed,Email confirmed in the September 2025 Marine Division PDF.
kb-215,corporate,leadership,Who is the Chief Financial Officer?,Shadine Julius is Chief Financial Officer (acting).,cfo|chief financial officer|shadine julius|finance head,all,https://www.scaspa.com/management-team.html,official-site,2026-07-31,high,confirmed,"Acting appointment, so unusually liable to change. Always state that the role is acting."
kb-216,corporate,leadership,Who is SCASPA's Legal Counsel?,Vaughn Woodley is SCASPA's Legal Counsel.,legal counsel|lawyer|vaughn woodley|legal department,all,https://www.scaspa.com/management-team.html,official-site,2026-07-31,medium,confirmed,Woodley also served as SCASPA's Officer in Charge during 2023.
kb-217,corporate,leadership,Who manages the airport?,"Don Grant is the Airport Manager, and Theodore Phipps is Airport Operations Manager (acting).",airport manager|don grant|who runs the airport|theodore phipps,all,https://www.scaspa.com/airport-about.html,official-site,2026-07-31,medium,probable,"CONFLICT: the management-team page lists Grant as 'Airport Manager'; the airport-about page lists him as 'Airport Manager (A.g)'. Give the name, not the acting status."
kb-218,corporate,leadership,Who manages cargo operations?,"Kervin Freeman is Cargo Operations Manager. He has served the Authority for over 17 years and holds certifications in port management, container operations, port reception facilities and waste management, and health and safety compliance.",cargo manager|kervin freeman|cargo operations|who runs cargo,cargo,https://www.scaspa.com/management-team.html,official-site,2026-07-31,medium,confirmed,Years-of-service figure comes from an older profile; treat '17 years' as approximate and rising.
kb-219,corporate,leadership,Who is the Human Resource Manager?,Marva Burroughs-Liburd is SCASPA's Human Resource Manager.,hr manager|human resources|marva burroughs|personnel,business,https://www.scaspa.com/management-team.html,official-site,2026-07-31,medium,confirmed,REMAP: audience 'jobseeker'->'business': no jobseeker bucket in loader enum
kb-220,corporate,leadership,Who is responsible for security?,Derrick Fyfield is Security Manager and Arthnel Theophilus Jordan is Deputy Security Manager. Everett Mason serves as Port Facility Security Officer for the marine facilities.,security manager|derrick fyfield|port facility security officer|pfso,all,https://www.scaspa.com/management-team.html,official-site,2026-07-31,medium,confirmed,Name/email mismatch in the official PDF: listed as 'Everett Mason' with address everette.mason@scaspa.com. Use the address exactly as written.
kb-221,corporate,leadership,Who leads marine and passenger operations?,Captain Ludell Harvey-Lloyd is Marine and Passenger Operations Manager and also serves as Chief Marine Pilot. The contact address is ludel.harvey@scaspa.com.,marine manager|chief pilot|ludell harvey|passenger operations,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,confirmed,"Title and spelling differ between sources: 'Marine and Passengers Operations Manager' on the website, 'Chief Marine Pilot/Marine Manager' in the PDF; surname appears as both Ludel and Ludell. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-222,corporate,leadership,Who else is on SCASPA's management team?,"Alongside the executives, SCASPA's managers include Nigel Webbe (Maintenance), Damion Isles (Maintenance and Equipment), Trevester Richards (Procurement), and Icilma Pemberton Thomas (Quality Control).",management team|managers|org chart|staff list|senior team,all,https://www.scaspa.com/management-team.html,official-site,2026-07-31,medium,confirmed,Companion to kb-015 through kb-022. Do not present as an exhaustive org chart.
kb-223,corporate,mission,What is SCASPA's mission?,"To provide safe and secure air and sea ports services in accordance with international standards and best practices, ensuring sustainable growth and development while exceeding customer expectations.",mission|mission statement|purpose|who leads scaspa,all,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,
kb-224,corporate,operations,How many locations does SCASPA operate from?,"SCASPA operates across five separate locations, which is why the Authority invested in an electronic Port Management System to link departments without moving documents physically.",locations|sites|how many offices|departments|five locations,all,https://www.sknis.gov.kn/2021/09/09/scaspa-to-implement-brand-new-port-management-system-to-enhance-communication/,press,2021-09-09,low,probable,Five locations vs four public facilities: the fifth is administrative. Stated by the then-acting CEO. | REMAP: source 'gov-news'->'press': government press release
kb-225,payments,portal,Can I pay SCASPA fees online?,"Yes. SCASPA operates an online payment portal at pay.scaspa.com for airport fees, permits, badges and decals.",online payment|pay online|portal|pay fees|payment|card payment,all,https://pay.scaspa.com/,official-site,2026-07-31,medium,confirmed,REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-226,payments,process,What information do I need to make a payment?,"The portal asks for your name, email address, phone number, company name if applicable, whether the payment is business or personal, and the quantity of items, vehicles, permits, badges or decals being paid for.",payment details|what do i need|information required|how to pay|form fields,all,https://pay.scaspa.com/,official-site,2026-07-31,medium,confirmed,REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-227,access,process,What else does the port access application ask for?,"Beyond personal and contact details, the form asks for employment history including previous jobs and reasons for leaving, education and qualifications, an emergency contact, and any previous address or alias. These support the background check. You must declare the information is true and consent to further background checks.",application form|what is asked|background check|employment history|declaration,business,https://spms.scaspa.com/apply,official-site,2026-07-31,medium,confirmed,The form also has an optional religion or faith field. Do not prompt for it; mention only if the user asks what the field is for. | REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-228,corporate,regional,Is SCASPA involved in regional port initiatives?,"Yes. In May 2026 SCASPA's Chief Operations Officer took part in a regional policy and strategy workshop in Saint Lucia on port reform, digitalisation and customs cooperation, contributing to preparation of a Caribbean Connectivity and Logistics Regional Programme supported by the World Bank, and to shaping European Union support.",regional|caribbean|world bank|port reform|digitalisation|cooperation,business,https://www.nevispages.com/scaspas-chief-operations-officer-participates-in-high-level-policy-and-strategy-workshop-in-st-lucia,press,2026-05-21,medium,probable,Most recent activity captured in this build. Regional media source rather than a SCASPA release. | REMAP: source 'news-media'->'press': news article
kb-229,corporate,scope,Does SCASPA operate the ports in Nevis?,"No. Nevis has its own authority, the Nevis Air & Sea Ports Authority (NASPA), formed in March 1995. NASPA controls Vance W. Amory International Airport, the Long Point seaport, and the Charlestown Ferry Terminal.",nevis|naspa|charlestown|vance amory|long point|other island,all,https://www.scaspa.com/our-history.html,official-site,2026-07-31,low,confirmed,"CRITICAL SCOPE ROW. Questions about the Nevis side of the ferry run, or Nevis airport, are outside SCASPA's remit and route to NASPA."
kb-230,corporate,values,What are SCASPA's core values?,"SCASPA lists seven core values: Exceptional Customer Service, Safety, Reliability, Accountability, Professionalism, Innovation, and Trust.",core values|values|principles|culture|ethos,all,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,
kb-231,corporate,vision,What is SCASPA's vision?,"To be a leading provider of safe, secure and customer-focused air and sea ports services in the Caribbean.",vision|vision statement|goal|aspiration,all,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,A May 2024 CEO interview words this as 'within the Eastern Caribbean'; the website says 'in the Caribbean'. Prefer the website wording.
kb-232,corporate,workforce,How many people does SCASPA employ?,SCASPA was described as having over 300 employees in 2021. A current headcount is not published; contact SCASPA for an up-to-date figure.,employees|staff numbers|how many workers|headcount|workforce size|checked bag weight|bag limit,all,https://www.sknis.gov.kn/2021/09/27/ivor-keithley-phillip-appointed-chief-executive-officer-of-scaspa/,press,2021-09-27,medium,probable,Figure is five years old. Always qualify with the year; never state as current. | REMAP: source 'gov-news'->'press': government press release
